"metro,location_tier,sqft,bedrooms,bathrooms,house_age,garage_spaces,lot_size,price"
"Columbus,3,2645,3,2,59,2,9150,394000"
"Indianapolis,3,500,1,1,4,1,771,119300"
"San Francisco,1,1612,2,1,49,1,5629,1108000"
"Indianapolis,3,1870,3,1,16,3,2345,255300"
"San Francisco,1,1470,2,1,32,1,4219,1144800"
"Austin,2,2461,3,2,61,1,7606,698300"
"Columbus,3,2681,4,3,9,3,6418,524100"
"San Francisco,1,982,1,1,60,1,2496,702800"
"San Francisco,1,3261,5,3,20,2,10687,2801400"
"San Francisco,1,975,1,1,60,2,3613,827200"
"Austin,2,2738,4,2,61,1,4737,907200"
"Phoenix,3,1997,3,2,1,1,3171,486800"
"New York,1,1573,4,2,18,2,4662,1444000"
"New York,1,1634,1,1,64,0,3017,889600"
"Denver,2,1878,4,2,27,1,3275,672600"
"New York,1,2035,1,1,35,1,3601,1356200"
"Chicago,2,1302,3,2,1,2,2280,490800"
"Indianapolis,3,1748,1,1,55,1,4433,239800"
"Phoenix,3,1399,4,2,7,1,5457,416900"
"Columbus,3,1110,1,1,21,1,3906,187300"
"Austin,2,1369,3,2,38,1,3726,442700"
"Phoenix,3,1153,3,1,61,2,1646,224300"
"New York,1,1627,2,1,39,2,5018,1095800"
"San Francisco,1,2181,3,2,78,1,5372,1588700"
"Chicago,2,1978,2,2,41,2,6684,490600"
"San Francisco,1,3183,5,3,20,2,8222,2172800"
"Columbus,3,500,1,1,15,2,1536,140900"
"Chicago,2,2205,3,1,62,1,3881,417800"
"Indianapolis,3,1904,3,2,36,0,6727,284000"
"Boston,1,2430,3,1,48,2,8219,1108600"
"Austin,2,2366,3,2,29,2,5317,839200"
"Phoenix,3,1793,3,1,21,2,6989,414200"
"Boston,1,2012,3,2,47,1,3318,1120000"
"Denver,2,1416,2,2,23,0,1779,512700"
"Chicago,2,2299,5,3,79,1,7671,640900"
"Indianapolis,3,679,1,1,58,1,1957,119600"
"Phoenix,3,2405,3,2,65,1,3633,460200"
"New York,1,1885,3,3,22,1,3104,1269200"
"Austin,2,1583,3,2,2,0,2480,598000"
"Denver,2,1749,2,2,3,1,2916,728700"
"New York,1,1797,3,2,68,3,4478,1173600"
"Austin,2,2743,4,2,69,1,3683,692400"
"Boston,1,4002,5,3,54,1,10622,1914500"
"New York,1,2693,5,2,47,2,7796,1954400"
"Austin,2,1533,3,3,16,1,4962,612000"
"New York,1,2309,3,2,60,0,8887,1147700"
"Denver,2,2338,3,2,41,1,3346,799000"
"New York,1,1299,2,1,48,1,1687,878800"
"Chicago,2,1080,1,1,1,1,1717,335800"
"New York,1,1859,4,3,41,1,3987,1454200"
"Columbus,3,2425,3,1,55,1,6477,276800"
"San Francisco,1,852,2,1,61,1,1033,676600"
"Austin,2,1431,2,1,11,1,4491,504800"
"Seattle,2,2272,3,2,2,2,8814,1207500"
"New York,1,1927,4,2,68,1,3660,1265000"
"Austin,2,2821,4,2,24,1,3455,813400"
"Columbus,3,983,2,1,37,0,3253,213400"
"Columbus,3,3429,6,4,50,2,11508,398600"
"Boston,1,900,1,1,39,1,1190,483400"
"New York,1,581,1,1,75,2,1701,343300"
"Chicago,2,1862,2,1,67,1,3500,416000"
"Denver,2,1163,2,2,31,3,3456,425800"
"New York,1,1875,3,1,15,1,6063,1444200"
"Phoenix,3,1852,4,2,78,2,3377,444600"
"Austin,2,1773,3,2,56,1,3422,456100"
"Chicago,2,1352,1,1,60,1,3938,360800"
"Seattle,2,2181,2,2,37,2,6173,1144600"
"Austin,2,1694,5,3,38,3,6236,615400"
"New York,1,2617,4,2,14,2,6880,1637400"
"Phoenix,3,1783,3,2,34,1,6132,399700"
"New York,1,1273,2,1,43,1,4137,964400"
"Phoenix,3,803,1,1,10,1,2460,244500"
"Phoenix,3,1788,2,1,50,2,3106,331000"
"Phoenix,3,1075,3,2,49,1,2122,223700"
"San Francisco,1,1023,2,1,67,1,2851,909900"
"Boston,1,2243,3,1,4,0,3106,953900"
"Austin,2,745,1,1,18,3,988,260800"
"Denver,2,2818,4,3,34,0,3775,686600"
"Columbus,3,2004,3,2,70,1,7574,295700"
"Seattle,2,1872,4,3,19,1,5857,1009600"
"Columbus,3,1227,2,1,77,1,4347,162800"
"New York,1,2397,3,2,76,1,9342,1794200"
"Seattle,2,1898,3,2,7,2,6003,1007000"
"San Francisco,1,1454,2,1,29,1,3843,1195300"
"Phoenix,3,2030,2,1,20,1,5159,289100"
"New York,1,806,2,1,39,1,2651,525500"
"Boston,1,837,2,2,73,1,3038,386000"
"Phoenix,3,1172,2,1,30,2,4129,342000"
"Denver,2,2127,3,2,53,1,5488,596400"
"San Francisco,1,1898,3,2,10,2,6388,1433200"
"San Francisco,1,2582,3,2,45,1,6544,1972700"
"Austin,2,1302,2,1,28,1,2964,391200"
"Boston,1,2274,4,2,73,1,4624,995600"
"New York,1,1826,2,1,62,1,2470,1016800"
"Denver,2,1287,3,2,17,1,2269,618400"
"New York,1,2150,4,2,49,1,6975,1269700"
"Denver,2,1857,2,1,27,2,3121,717700"
"Seattle,2,1491,1,1,34,0,5551,541700"
"New York,1,1927,2,1,37,1,2736,1274500"
"New York,1,1816,4,3,65,1,2439,1253400"
"New York,1,1800,3,1,23,1,4585,1249200"
"San Francisco,1,1632,4,3,0,1,2976,1425300"
"Boston,1,1052,2,1,15,1,1566,628700"
"Columbus,3,1949,3,1,66,1,2666,296100"
"Phoenix,3,1378,1,1,23,2,3688,304700"
"Seattle,2,1237,2,1,4,0,2383,531100"
"Denver,2,1744,3,2,32,1,4807,561800"
"Denver,2,2377,3,2,69,2,3839,662100"
"Phoenix,3,2021,4,3,69,1,2563,375200"
"New York,1,1555,2,1,75,2,1985,967300"
"Boston,1,1529,3,2,54,1,2317,596600"
"Boston,1,2313,2,1,65,1,7931,890200"
"San Francisco,1,500,3,2,61,0,1228,508100"
"Boston,1,2418,3,1,1,2,7125,864400"
"Columbus,3,682,2,1,33,1,2489,183500"
"Columbus,3,980,2,2,42,0,1759,172600"
"San Francisco,1,1566,2,1,37,1,5700,1487800"
"Austin,2,3311,6,3,66,0,10886,1204900"
"Seattle,2,2990,5,3,78,1,9691,1123300"
"Austin,2,2359,3,2,43,0,8582,756100"
"Denver,2,2132,3,1,7,2,3310,817500"
"San Francisco,1,690,1,1,28,3,1872,767900"
"Columbus,3,2002,3,1,15,3,5113,405600"
"Indianapolis,3,1543,3,3,37,1,4720,299600"
"Chicago,2,1369,3,2,18,1,2555,364700"
"Chicago,2,2001,3,2,6,2,3115,587100"
"Austin,2,1594,3,2,13,2,6257,568800"
"Seattle,2,2465,2,2,39,1,6172,851800"
"New York,1,642,1,1,11,2,1187,578400"
"Denver,2,1949,3,2,2,1,3041,618900"
"San Francisco,1,1329,3,3,22,2,3804,1152500"
"Phoenix,3,1634,3,2,51,3,2637,325100"
"Austin,2,2098,4,3,50,3,3593,611300"
"Seattle,2,1174,2,1,31,1,4539,653700"
"Seattle,2,2007,3,1,53,1,2572,790100"
"Indianapolis,3,1762,3,2,15,2,3036,244400"
"New York,1,1471,3,2,57,2,4530,1033800"
"New York,1,1594,2,1,1,1,2881,1335200"
"New York,1,1800,4,2,10,1,3077,1421500"
"Chicago,2,1401,1,1,73,1,3864,314500"
"Indianapolis,3,1905,3,1,37,1,5998,270700"
"New York,1,1719,3,2,44,3,4136,1051000"
"Columbus,3,1503,2,2,31,2,5092,260700"
"Boston,1,2933,4,2,51,1,10214,1229000"
"Chicago,2,2170,3,1,59,1,6390,443500"
"San Francisco,1,1651,3,2,62,1,4652,1196500"
"Austin,2,1995,3,2,19,1,6954,745800"
"Chicago,2,1233,1,1,50,0,1531,291600"
"Denver,2,1616,3,2,62,2,4250,521100"
"New York,1,1692,3,2,33,2,2640,1390700"
"Phoenix,3,1090,2,1,30,1,1984,306900"
"Indianapolis,3,2152,4,2,50,3,8301,337200"
"Austin,2,1571,4,2,45,3,1902,623200"
"Chicago,2,1669,3,2,20,2,3438,481600"
"Phoenix,3,1530,2,2,76,3,2497,278500"
"Boston,1,3823,6,4,44,1,10694,1512000"
"Columbus,3,1469,2,2,45,3,5235,279600"
"Boston,1,555,1,1,16,3,1273,442900"
"Phoenix,3,860,1,1,54,2,3048,168300"
"New York,1,2394,3,1,73,1,5824,1413400"
"Boston,1,2769,5,3,58,1,10371,1239000"
"Denver,2,1457,2,1,40,1,5204,487600"
"Austin,2,2731,3,3,50,2,4645,898400"
"Columbus,3,2382,3,2,18,1,8761,443600"
"Indianapolis,3,1777,4,2,4,2,3091,384500"
"San Francisco,1,1731,3,2,51,2,4454,1214100"
"Boston,1,2018,3,1,14,1,3529,858500"
"Seattle,2,2470,4,2,7,0,5637,1072600"
"Austin,2,2158,5,4,61,2,8545,902200"
"Austin,2,1460,3,2,34,1,4880,446100"
"Columbus,3,1787,1,2,68,3,4917,294700"
"Phoenix,3,3188,7,5,69,2,12176,641800"
"San Francisco,1,2063,2,2,9,1,4553,1803700"
"Austin,2,2465,4,3,61,1,4153,840300"
"Denver,2,2251,3,2,26,2,7926,738300"
"Austin,2,2078,3,2,56,2,2564,702500"
"New York,1,1971,3,2,3,1,6806,1297600"
"Seattle,2,2483,2,1,37,3,3132,1069400"
"Seattle,2,2367,4,2,50,1,4725,1099900"
"New York,1,2072,4,2,35,0,4549,1388400"
"Phoenix,3,1449,2,2,44,1,3031,290300"
"Seattle,2,2151,2,1,0,2,4047,906000"
"Denver,2,1856,3,3,0,3,2789,727600"
"Austin,2,1700,2,1,48,0,2055,525300"
"Columbus,3,3641,5,3,33,1,12267,502200"
"New York,1,900,1,1,46,1,2231,703300"
"New York,1,2523,4,3,28,2,4172,1485200"
"Boston,1,1339,2,1,0,2,1915,757300"
"Austin,2,1985,2,1,56,1,3930,476900"
"Boston,1,3570,5,3,10,2,7826,1690200"
"Phoenix,3,1274,2,1,62,2,3175,256200"
"Boston,1,1429,2,1,0,2,2119,577900"
"San Francisco,1,1889,3,3,74,2,7450,1521300"
"Seattle,2,1349,3,2,20,0,2634,536100"
"Phoenix,3,2475,4,2,71,3,6028,477200"
"Columbus,3,1553,2,1,0,1,4947,289200"
"Chicago,2,2325,4,2,36,3,4809,516400"
"Denver,2,1036,1,1,33,1,1483,304500"
"Chicago,2,726,1,1,13,2,1637,240800"
"Chicago,2,1751,3,2,38,1,4812,541400"
"New York,1,880,2,2,17,0,3130,781000"
"Denver,2,2887,4,3,34,3,6439,1133900"
"Phoenix,3,906,1,1,29,1,3344,212100"
"Boston,1,1226,3,2,15,0,3346,623500"
"Chicago,2,2169,4,3,63,2,6960,589100"
"Austin,2,1519,3,2,41,1,1951,502700"
"Austin,2,913,1,1,67,1,3385,285900"
"San Francisco,1,3226,4,3,65,3,5799,2381100"
"Chicago,2,1249,3,2,20,1,2638,426900"
"Columbus,3,1772,3,2,23,0,4725,235300"
"New York,1,1764,2,1,76,2,6858,1045700"
"Seattle,2,2362,3,3,25,2,5121,833900"
"San Francisco,1,2201,3,1,7,1,4000,1684700"
"San Francisco,1,1363,3,2,43,1,5302,1185900"
"Indianapolis,3,1688,3,2,77,1,5847,270100"
"Austin,2,1753,3,2,18,0,5360,599700"
"Seattle,2,2387,0,2,51,1,5602,967200"
"Boston,1,1141,1,1,27,3,2712,484500"
"Indianapolis,3,3212,3,2,30,1,12404,416300"
"Boston,1,1407,1,1,36,1,1960,675800"
"Chicago,2,1894,2,1,11,3,6290,463600"
"Boston,1,1146,1,1,30,1,3304,669300"
"San Francisco,1,1056,2,1,21,3,4131,1021300"
"Chicago,2,1332,3,3,65,2,3681,340600"
"San Francisco,1,1269,2,2,18,1,2520,884900"
"Chicago,2,1631,3,3,67,1,5519,402900"
"Boston,1,1264,1,1,1,0,5005,606300"
"Phoenix,3,2352,4,2,32,1,8799,423000"
"Phoenix,3,1391,2,1,21,1,2817,257400"
"Chicago,2,1319,3,1,35,1,2862,367000"
"San Francisco,1,1645,3,2,61,1,5451,1383000"
"Chicago,2,2545,4,3,76,2,7317,585600"
"Indianapolis,3,2040,2,1,58,1,2514,274800"
"Boston,1,1835,2,1,40,1,2931,801700"
"Boston,1,969,2,1,40,0,1395,515700"
"Phoenix,3,1157,1,1,79,1,1967,182100"
"New York,1,1069,3,2,79,2,2195,743700"
"Chicago,2,2749,5,2,61,2,10744,727300"
"Phoenix,3,2245,3,1,13,1,6946,549500"
"San Francisco,1,1340,1,1,21,1,1813,1141300"
"Denver,2,1533,4,3,21,1,4447,575800"
"Denver,2,1364,3,2,18,2,3305,413500"
"Boston,1,1324,2,2,77,1,4384,568500"
"Columbus,3,2199,3,1,12,2,8081,357800"
"New York,1,1713,2,2,68,1,2368,964100"
"Seattle,2,3253,5,3,64,1,12829,1306100"
"Columbus,3,2713,4,3,42,1,3695,435800"
"New York,1,2751,4,1,24,0,8943,1854800"
"Phoenix,3,2336,5,3,21,1,8710,601500"
"San Francisco,1,1625,2,1,54,1,5370,1307000"
"Austin,2,2289,3,2,53,1,3713,614000"
"San Francisco,1,1673,2,2,43,3,2982,1353500"
"Chicago,2,2960,5,3,45,0,3893,780700"
"Phoenix,3,2163,3,1,66,2,3389,451400"
"Columbus,3,2071,3,2,60,1,2839,306400"
"Indianapolis,3,1983,2,1,60,1,2677,249700"
"Chicago,2,3031,5,3,22,0,8408,904800"
"Phoenix,3,968,1,1,5,2,1369,263900"
"Austin,2,3095,5,3,36,2,7398,828000"
"Columbus,3,1779,3,2,27,2,5670,259000"
"Chicago,2,986,3,2,26,1,1225,396800"
"Columbus,3,1411,2,1,41,1,4217,194600"
"New York,1,827,3,2,74,2,2746,590200"
"Austin,2,2325,4,2,64,2,6284,832300"
"Chicago,2,1225,3,1,54,1,3101,265100"
"New York,1,2010,3,2,57,2,6525,1157200"
"New York,1,2637,4,2,33,2,7076,1484500"
"Indianapolis,3,1463,3,1,43,1,3842,277200"
"Austin,2,1726,3,2,34,2,5946,780600"
"New York,1,1053,2,1,64,0,3733,630800"
"Seattle,2,1648,2,1,79,0,3678,643600"
"Seattle,2,3573,5,2,34,2,8444,1470000"
"Chicago,2,2406,4,3,57,3,8282,630100"
"Indianapolis,3,1728,4,2,4,1,4710,248500"
"Indianapolis,3,1502,2,1,32,0,4691,297400"
"Chicago,2,1872,2,1,69,0,2640,332500"
"Chicago,2,1985,2,2,54,1,2912,502700"
"Seattle,2,1628,3,1,42,2,4378,641800"
"Columbus,3,2245,3,2,17,1,7844,445600"
"New York,1,1280,3,3,64,0,2670,949200"
"San Francisco,1,1277,2,2,77,2,4967,875500"
"Indianapolis,3,2141,3,2,31,0,7127,293700"
"Columbus,3,1140,3,2,64,1,3863,167700"
"Boston,1,2374,3,2,47,2,8393,1142000"
"Chicago,2,1891,4,2,31,0,3617,556000"
"Austin,2,712,1,1,26,1,1513,284900"
"Seattle,2,1971,2,1,40,0,3019,743100"
"Boston,1,805,2,1,32,1,1823,551800"
"New York,1,2351,4,2,49,3,3057,1699600"
"Denver,2,1738,2,1,11,2,5743,690700"
"Austin,2,3103,4,2,38,0,10697,732300"
"Austin,2,2596,3,2,59,0,4668,838800"
"New York,1,1211,4,3,67,1,3114,877500"
"Indianapolis,3,587,1,1,22,2,1809,122200"
"Chicago,2,1409,1,1,48,2,4620,334700"
"Columbus,3,1106,2,2,24,2,4329,237200"
"San Francisco,1,3087,4,3,63,1,5439,1880600"
"Chicago,2,1893,2,1,28,3,3579,465800"
"Columbus,3,2507,5,3,53,2,9002,404600"
"Seattle,2,1715,3,1,34,1,2525,759100"
"New York,1,1783,2,1,21,1,6063,1120800"
"Boston,1,1879,3,2,46,1,2956,823200"
"Boston,1,2619,4,3,49,1,6549,1353100"
"Austin,2,2103,3,2,54,1,6011,541600"
"Seattle,2,1213,1,1,63,1,4064,502800"
"Boston,1,2955,4,2,54,2,4494,1362100"
"Chicago,2,1710,2,1,68,2,5998,456000"
"San Francisco,1,1604,2,1,33,1,5745,1197200"
"Seattle,2,500,1,1,40,1,1711,238800"
"Chicago,2,2312,4,2,38,0,8842,733000"
"New York,1,1966,2,2,46,1,7161,1171400"
"New York,1,1965,2,1,11,2,6583,1184000"
"New York,1,1638,2,1,68,1,4623,1033400"
"San Francisco,1,1526,4,2,41,3,5286,1172900"
"Austin,2,1660,2,1,44,2,6525,649900"
"San Francisco,1,2201,3,2,70,2,6569,1589600"
"Boston,1,2315,4,2,37,1,4351,1226500"
"Indianapolis,3,1750,3,1,36,1,3314,275000"
"Columbus,3,2517,4,2,45,3,8630,406700"
"New York,1,1849,4,2,75,2,7341,1389700"
"Boston,1,1572,3,3,20,3,2812,775500"
"Austin,2,2029,4,2,12,2,7946,733300"
"Columbus,3,1016,2,1,8,1,1982,234500"
"Phoenix,3,2051,4,2,58,0,4832,404600"
"New York,1,898,2,1,0,1,3361,691700"
"New York,1,1232,3,2,56,1,4796,708900"
"Seattle,2,588,3,1,70,3,1639,298600"
"Columbus,3,1786,4,3,54,2,6894,299200"
"Columbus,3,2946,4,3,13,1,10484,512600"
"San Francisco,1,1824,3,2,53,1,6614,1347400"
"Denver,2,2318,4,2,35,0,8417,666700"
"New York,1,3429,7,3,1,1,7823,2230400"
"Chicago,2,2163,3,1,15,3,2781,583300"
"Columbus,3,1403,3,2,59,2,2330,261100"
"Austin,2,1492,2,2,44,1,2101,531000"
"San Francisco,1,1900,3,2,39,2,3570,1855500"
"Denver,2,1489,2,1,62,0,2017,425600"
"Seattle,2,1537,3,3,41,3,3036,644700"
"Phoenix,3,2540,3,2,77,2,7237,457300"
"Seattle,2,2567,5,3,4,0,4094,1167400"
"Columbus,3,830,1,1,22,2,1730,207500"
"Boston,1,1368,2,1,15,0,2500,794700"
"New York,1,1598,4,2,33,2,2343,986100"
"Boston,1,2289,3,2,72,1,7080,1171800"
"San Francisco,1,2643,4,2,32,1,9780,2039100"
"Boston,1,3656,6,3,25,2,11717,1529100"
"Chicago,2,1597,3,2,6,1,4976,483000"
"New York,1,1630,4,2,31,0,6442,1324600"
"New York,1,2283,4,2,18,2,7414,1672600"
"New York,1,1457,2,1,15,1,1941,866800"
"San Francisco,1,1808,4,1,10,2,3274,1264500"
"Columbus,3,1630,2,1,50,2,4865,231700"
"Indianapolis,3,500,1,1,56,0,1495,81600"
"San Francisco,1,1980,3,1,59,3,6992,1536600"
"Phoenix,3,1781,2,1,4,1,2929,333400"
"Chicago,2,2726,3,2,73,1,10761,636600"
"Indianapolis,3,1904,3,2,40,1,5037,338400"
"Seattle,2,1084,2,1,44,2,4094,598400"
"Boston,1,1732,3,1,70,0,4646,897600"
"Austin,2,541,1,1,22,1,932,202500"
"Columbus,3,1113,2,2,40,1,2430,255400"
"Chicago,2,2313,3,2,5,2,4208,650100"
"Austin,2,1739,3,1,39,1,3373,586300"
"Boston,1,2500,5,3,21,1,9233,1397200"
"Chicago,2,622,1,1,14,1,1404,259800"
"Columbus,3,1742,3,2,49,1,2981,221500"
"Seattle,2,1591,2,1,10,2,3533,665200"
"Chicago,2,2521,5,3,77,1,7382,605700"
"Seattle,2,2337,5,3,18,1,4119,846300"
"Austin,2,2317,4,2,6,1,3111,896100"
"Austin,2,2902,4,3,35,2,10569,1159900"
"Phoenix,3,1661,2,2,31,1,3106,350100"
"Indianapolis,3,2768,4,2,52,1,10579,411600"
"Austin,2,1221,2,1,53,2,1626,414500"
"Seattle,2,1197,2,1,47,2,3618,535700"
"Seattle,2,2389,4,3,45,0,7317,1115300"
"New York,1,922,2,2,62,1,1509,502200"
"Boston,1,2272,4,3,52,1,6958,1134600"
"San Francisco,1,1966,2,1,11,2,4493,1564300"
"Austin,2,2597,4,2,37,1,5892,775700"
"New York,1,1861,2,2,55,1,6806,1151100"
"Seattle,2,1936,3,2,21,1,7486,1049300"
"Phoenix,3,2231,5,3,69,1,3740,360200"
"Boston,1,1469,4,3,38,2,4577,769000"
"Denver,2,1441,3,2,25,1,2353,590400"
"Columbus,3,2208,3,1,30,1,2866,294400"
"Denver,2,1881,2,1,49,2,3045,527000"
"New York,1,1635,3,2,56,2,4867,1113400"
"Seattle,2,1846,2,1,20,3,5970,857800"
"Denver,2,2936,6,3,13,2,7691,945600"
"Austin,2,1612,1,1,7,1,6230,531400"
"New York,1,1593,3,2,39,0,5320,1152300"
"Austin,2,790,1,1,74,3,1305,268700"
"Denver,2,1872,3,2,76,2,3336,584100"
"Boston,1,2327,4,2,44,1,6676,1207400"
"Denver,2,2444,4,2,42,1,5214,606400"
"San Francisco,1,1970,3,1,40,1,2369,1655000"
"Seattle,2,2521,4,2,18,1,3197,1001400"
"Phoenix,3,2375,3,2,33,2,5564,528700"
"Boston,1,2623,4,3,74,2,6993,1249900"
"Denver,2,2540,5,3,49,1,7694,967400"
"Seattle,2,2920,5,3,19,3,9743,1267500"
"Boston,1,1790,2,2,7,3,7003,907700"
"Columbus,3,1037,1,1,60,1,3680,164000"
"Seattle,2,2331,4,3,72,1,5120,801100"
"New York,1,2407,3,2,8,2,6492,1811300"
"Columbus,3,2920,4,2,30,1,5269,396500"
"Phoenix,3,2733,5,3,68,3,10693,609900"
"Chicago,2,3165,5,3,20,1,8543,817900"
"San Francisco,1,2303,3,1,14,2,4374,1409700"
"New York,1,2049,4,2,31,1,6613,1656000"
"Chicago,2,1000,1,1,31,1,2566,178800"
"New York,1,2100,3,2,38,2,8381,1424700"
"New York,1,1541,2,2,77,0,2172,964400"
"Phoenix,3,2037,3,2,77,1,4358,267400"
"Boston,1,1935,2,2,46,1,7425,967000"
"San Francisco,1,2207,4,3,6,0,5498,1640000"
"San Francisco,1,1837,3,2,21,0,3808,1408100"
"Austin,2,2508,5,3,14,1,7257,1035900"
"Denver,2,500,1,1,0,1,1530,271000"
"Columbus,3,2023,5,3,30,0,2953,336400"
"New York,1,2682,3,2,0,1,5166,1753300"
"New York,1,3116,4,2,45,2,6435,2399300"
"Austin,2,2376,5,3,21,0,4487,856800"
"Seattle,2,2995,5,2,57,2,6805,1052600"
"Austin,2,2010,3,1,42,0,4296,605000"
"Indianapolis,3,1902,3,2,76,0,6178,219000"
"Denver,2,2244,4,3,38,1,6456,679400"
"Seattle,2,1898,3,2,12,1,4559,1000400"
"Indianapolis,3,1391,1,2,73,1,2448,180700"
"San Francisco,1,1565,3,1,24,2,3721,1073200"
"Indianapolis,3,1177,2,1,61,1,2007,177300"
"Austin,2,2243,4,3,62,1,8671,719400"
"Austin,2,1907,4,3,73,2,3216,665500"
"Indianapolis,3,1666,3,2,51,1,6005,252500"
"Austin,2,1532,1,1,40,2,4479,616500"
"Austin,2,2228,5,3,30,1,7732,712500"
"Boston,1,2407,3,2,35,1,8877,981000"
"Chicago,2,1165,2,2,62,1,4021,360900"
"Denver,2,1063,1,1,45,1,3030,264900"
"New York,1,2520,4,3,3,1,4908,1691000"
"Chicago,2,1006,2,1,29,3,3066,366800"
"Chicago,2,2256,4,3,73,1,2738,403900"
"Seattle,2,2951,5,3,16,3,6660,1266400"
"San Francisco,1,2953,4,3,37,1,10638,1865000"
"Austin,2,2380,4,2,66,0,6725,580400"
"San Francisco,1,2361,3,1,23,1,4556,1561200"
"San Francisco,1,3364,5,4,54,3,12440,2537000"
"Austin,2,500,1,1,62,1,621,171700"
"San Francisco,1,1598,4,2,26,2,5868,1537900"
"Boston,1,2452,4,3,71,1,8157,1128600"
"Chicago,2,1681,1,1,35,2,2706,415100"
"Boston,1,2706,5,3,23,2,3724,1081600"
"Indianapolis,3,1874,3,2,18,2,7240,331800"
"Columbus,3,1986,3,2,21,2,2756,432300"
"Denver,2,1721,2,1,45,1,6758,494700"
"Indianapolis,3,1560,2,1,18,3,3709,248400"
"Columbus,3,1544,4,3,28,1,3381,262500"
"Boston,1,2076,3,2,56,1,6270,1091800"
"Phoenix,3,1397,1,1,70,2,3617,292100"
"New York,1,2520,4,2,54,2,5776,1536500"
"Chicago,2,2325,4,3,42,1,6957,582500"
"Austin,2,2615,4,2,55,2,5701,741700"
"San Francisco,1,1166,1,1,32,1,1511,895800"
"Boston,1,795,1,2,21,1,2790,537100"
"Indianapolis,3,1897,2,2,59,1,5010,267100"
"Boston,1,3784,7,4,10,2,11816,2106800"
"New York,1,2723,4,3,72,2,7653,1588000"
"New York,1,1540,1,1,34,2,4496,757700"
"Austin,2,2176,4,2,65,1,3945,898900"
"Columbus,3,2373,4,3,7,3,9058,469900"
"Phoenix,3,1011,1,1,39,1,2481,246900"
"Austin,2,2790,4,2,33,1,10536,848900"
"New York,1,1791,2,1,28,3,6196,1043400"
"San Francisco,1,1841,4,3,40,2,5921,1535000"
"Austin,2,1915,3,2,52,3,4765,497500"
"Phoenix,3,2644,4,2,75,2,3340,455100"
"Chicago,2,1409,2,1,65,1,2934,392400"
"Seattle,2,790,1,1,18,1,2419,432300"
"Denver,2,2110,3,2,78,2,4485,623500"
"Austin,2,572,1,1,39,1,845,291400"
"Denver,2,1704,3,2,36,2,4515,592000"
"Austin,2,2671,5,3,0,1,4361,720300"
"Chicago,2,2276,3,2,53,1,4683,558600"
"Austin,2,2578,4,3,70,2,6717,1018000"
"Indianapolis,3,2303,4,2,23,3,3513,344700"
"Austin,2,3467,7,5,69,1,5253,1340100"
"San Francisco,1,1518,4,3,6,1,2715,1483200"
"New York,1,2159,3,2,77,0,6168,1269300"
"Austin,2,1615,3,2,20,0,6158,522000"
"Denver,2,2522,4,2,38,2,4714,800400"
"Denver,2,1860,4,3,1,1,5981,777600"
"Chicago,2,3017,5,3,71,1,5220,588400"
"Boston,1,1555,2,1,40,2,4633,767300"
"Chicago,2,2815,5,3,77,2,4464,515600"
"Chicago,2,2286,4,3,29,1,8154,617600"
"Seattle,2,1879,3,1,4,3,6161,694300"
"Seattle,2,2253,3,2,54,1,6998,967900"
"New York,1,2070,2,1,13,1,2569,1250300"
"Seattle,2,2131,4,3,49,2,7548,1046100"
"Phoenix,3,1766,3,1,2,1,2865,366900"
"Columbus,3,1444,2,1,13,3,3890,266700"
"Denver,2,1682,2,1,51,2,5676,423700"
"Boston,1,806,1,1,53,3,2393,452600"
"Chicago,2,2447,3,2,12,1,8548,718800"
"Phoenix,3,1097,2,1,14,1,3494,309300"
"Seattle,2,1759,1,1,68,2,5835,741000"
"Phoenix,3,2321,5,3,0,2,4727,555000"
"San Francisco,1,2446,4,2,18,2,5532,2060500"
"San Francisco,1,746,1,1,77,1,1943,604100"
"New York,1,1840,1,1,43,2,5228,1333900"
"New York,1,2199,4,2,2,1,6898,1267200"
"Columbus,3,1934,3,2,71,1,5329,281300"
"Austin,2,2774,4,3,27,1,8847,760300"
"Boston,1,1366,3,1,57,2,2216,671600"
"Austin,2,568,1,1,51,1,1309,270200"
"Seattle,2,2427,4,3,29,1,9119,1161300"
"Boston,1,1551,2,1,29,2,2803,702900"
"New York,1,757,1,1,44,3,1213,612400"
"Chicago,2,1797,3,2,30,1,5904,531700"
"New York,1,2700,5,3,13,2,4710,1883800"
"Phoenix,3,1079,2,2,57,2,2677,205300"
"New York,1,3418,6,4,53,1,10914,2580400"
"Chicago,2,1355,2,1,48,2,3466,320300"
"Phoenix,3,1957,3,2,59,3,7288,391400"
"New York,1,1108,3,2,41,2,4054,937000"
"San Francisco,1,1927,4,2,74,0,5026,1354600"
"Indianapolis,3,1813,4,2,70,2,7053,277900"
"Austin,2,932,1,1,78,2,1880,300600"
"Chicago,2,3737,7,4,8,2,6932,1005700"
"San Francisco,1,1578,2,1,8,0,4855,1304500"
"Boston,1,1579,2,1,37,0,4427,761900"
"Austin,2,2530,2,1,55,2,4815,781400"
"Columbus,3,3079,5,4,19,1,6894,463400"
"Boston,1,2632,3,2,9,3,4876,1027300"
"Phoenix,3,1119,2,1,2,1,2085,320900"
"Chicago,2,2039,2,1,44,2,4545,585800"
"New York,1,677,2,1,78,0,2564,460800"
"Boston,1,2486,4,2,37,2,8795,1237800"
